Tanggal,Tavg,RH_avg,ff_avg,RR
02-05-2024,30.4,73,2,0
03-05-2024,30.5,71,2,0
04-05-2024,29.6,71,1,0
05-05-2024,29.5,68,1,0
06-05-2024,29.7,66,2,0
07-05-2024,30.4,67,2,0
08-05-2024,30.1,74,1,0
09-05-2024,30.2,74,3,9
10-05-2024,30.6,73,4,0
11-05-2024,30.6,71,2,1
12-05-2024,30.4,69,2,0
13-05-2024,30.2,71,2,0
14-05-2024,30.2,70,2,0
15-05-2024,30,70,1,0
16-05-2024,30.1,68,1,0
17-05-2024,30.5,70,2,0
18-05-2024,30.2,69,2,0
19-05-2024,29.9,67,2,0
20-05-2024,30.2,68,2,0
21-05-2024,30.1,69,3,0
22-05-2024,29.9,72,2,0
23-05-2024,30.3,70,2,0
24-05-2024,30.1,75,1,0
25-05-2024,30.2,72,1,2
26-05-2024,29.9,70,1,0
27-05-2024,30.7,70,2,0
28-05-2024,30.1,74,2,0
29-05-2024,30.2,73,1,0
30-05-2024,30.2,72,2,2.6
31-05-2024,30.8,70,2,0
01-06-2024,31,70,2,0
02-06-2024,30.2,74,1,0
03-06-2024,29.8,71,2,0
04-06-2024,29.7,71,1,0
05-06-2024,30,68,1,
06-06-2024,29.8,70,1,0
07-06-2024,30.1,68,2,0
08-06-2024,29.7,73,1,0
09-06-2024,29,77,2,4.2
10-06-2024,30.3,72,2,0
11-06-2024,29.9,74,2,
12-06-2024,29.1,75,1,1
13-06-2024,29.3,74,2,0.4
14-06-2024,29.6,75,1,
15-06-2024,29.3,79,1,0.2
16-06-2024,29.3,74,2,6.5
17-06-2024,29.6,70,3,0.6
18-06-2024,29.1,67,3,0
19-06-2024,28.5,66,2,0
20-06-2024,28.4,66,2,0
21-06-2024,28.4,65,2,0
22-06-2024,29,65,2,0
23-06-2024,28.7,71,2,0
24-06-2024,28.4,75,2,0
25-06-2024,29.5,72,2,0
26-06-2024,29.6,72,2,0
27-06-2024,29.5,77,2,0
28-06-2024,29.3,78,2,0
29-06-2024,30,69,2,
30-06-2024,29.3,72,2,0
01-07-2024,29.5,67,2,0
02-07-2024,28.6,77,1,0
03-07-2024,28.4,79,4,24.4
04-07-2024,28.6,76,2,0.2
05-07-2024,29.2,68,2,0
06-07-2024,28.7,74,3,0
07-07-2024,29.1,72,2,0
08-07-2024,28.6,71.5,2,0
09-07-2024,28.1,71,2,0
10-07-2024,28.3,73,3,0
11-07-2024,28.4,65,2,0
12-07-2024,27.8,68,2,0
13-07-2024,27.8,66,2,0
14-07-2024,26.9,65,3,0
15-07-2024,27.4,64,1,0
16-07-2024,27.5,70,2,0
17-07-2024,27.5,72,3,0
18-07-2024,27.9,71,2,0
19-07-2024,28.2,67,2,0
20-07-2024,27.8,70,3,0
21-07-2024,27.6,71,3,0
22-07-2024,27.8,68,2,0
23-07-2024,27.9,71,2,0
24-07-2024,28.3,68,2,0
25-07-2024,27.9,69,2,0
26-07-2024,28.3,66,2,0
27-07-2024,28.8,68,3,0
28-07-2024,28.7,71,2,0
29-07-2024,28.4,70,2,0
30-07-2024,28.4,75,3,0
31-07-2024,28.8,76,5,0
01-08-2024,29.9,74,3,0
02-08-2024,29.2,74,4,0
03-08-2024,28.9,71,4,0
04-08-2024,28.8,70,2,0
05-08-2024,27.9,69,2,0
06-08-2024,27.9,68,2,0
07-08-2024,28.4,71,3,0
08-08-2024,29.4,72,3,0
09-08-2024,28.9,71,3,0
10-08-2024,28.9,69,3,0
11-08-2024,27.9,69,2,0
12-08-2024,26.5,62,2,0
13-08-2024,27.9,70,3,0
14-08-2024,28,72,3,0
15-08-2024,27.7,69,2,0
16-08-2024,27.6,68,3,0
17-08-2024,27.6,69,3,0
18-08-2024,28.1,69,2,0
19-08-2024,27.9,71,3,0
20-08-2024,27.8,67,3,0
21-08-2024,28.1,70,2,0
22-08-2024,28.1,68,2,0
23-08-2024,28.3,69,3,0
24-08-2024,28.6,70,2,0
25-08-2024,28.4,70,2,0
26-08-2024,28.7,70,4,0
27-08-2024,28.4,68,3,0
28-08-2024,28.1,67,1,0
29-08-2024,28.6,70,2,0
30-08-2024,28.1,68,3,0
31-08-2024,28.9,68,3,0
01-09-2024,29.5,67,3,0
02-09-2024,29.1,68,3,0
03-09-2024,29.1,67,2,0
04-09-2024,29.3,72,2,0
05-09-2024,29.9,70,3,0
06-09-2024,29.3,70,4,0
07-09-2024,29,67,3,0
08-09-2024,29.8,69,3,0
09-09-2024,29.9,67,2,0
10-09-2024,29.6,71,1,0
11-09-2024,30.1,68,2,
12-09-2024,29.6,63,3,0
13-09-2024,29.6,63,3,0
14-09-2024,29.6,62,2,0
15-09-2024,29.2,64,2,0
16-09-2024,29.2,64,3,0
17-09-2024,29.5,59,2,0
18-09-2024,28.7,58,2,0
19-09-2024,29.3,63,2,0
20-09-2024,29.1,68,4,0
21-09-2024,30.4,65,3,0
22-09-2024,30.6,71,2,0
23-09-2024,30.2,76,2,0
24-09-2024,30.4,70,3,0
25-09-2024,30.3,70,2,0
26-09-2024,30.1,74,1,1
27-09-2024,30.9,67,2,2
28-09-2024,31.2,65,5,0
29-09-2024,31.4,61,4,0
30-09-2024,31,66,3,0
01-10-2024,30.8,65,2,0
02-10-2024,30.5,65,3,0
03-10-2024,30.5,64,3,0
04-10-2024,30.6,64,3,0
05-10-2024,31.1,63,3,0
06-10-2024,30.8,65,3,0
07-10-2024,30.3,67,2,0
08-10-2024,30.6,64,2,0
09-10-2024,30.8,65,4,0
10-10-2024,31.1,64,4,0
11-10-2024,31.4,60,3,0
12-10-2024,31.3,65,4,0
13-10-2024,31.7,65,2,0
14-10-2024,30.8,65,2,0
15-10-2024,31,64,2,0
16-10-2024,30.6,58,3,0
17-10-2024,30.4,59,2,0
18-10-2024,30.3,63,2,0
19-10-2024,30.3,69,2,0
20-10-2024,28,76,1,4
21-10-2024,27.8,80,1,3.4
22-10-2024,29.7,72,1,2
23-10-2024,30.4,68,2,0
24-10-2024,30.2,69,1,0
25-10-2024,30.6,69,1,0
26-10-2024,31.2,67,2,0
27-10-2024,31.7,62,2,0
28-10-2024,31.2,65,2,0
29-10-2024,31.3,65,2,0
30-10-2024,31.4,64,3,0
31-10-2024,31.2,68,2,0
01-11-2024,27.7,83,1,38.5
02-11-2024,29.8,72,2,
03-11-2024,28,81,1,0
04-11-2024,28.7,78,1,11.5
05-11-2024,30.5,69,3,0
06-11-2024,31.4,65,2,0
07-11-2024,31,72,2,0
08-11-2024,30.1,73,2,0
09-11-2024,31.2,71,2,0
10-11-2024,29.1,79,1,
11-11-2024,30.3,73,1,0
12-11-2024,28.6,78,1,1
13-11-2024,31.3,70,1,0
14-11-2024,31.4,64,3,0
15-11-2024,31.3,70,2,0
16-11-2024,30.7,70,2,0
17-11-2024,30.3,73,1,0
18-11-2024,30.5,74,1,0
19-11-2024,29.4,79,2,
20-11-2024,29.7,77,2,7.2
21-11-2024,30.3,74,2,0
22-11-2024,30.4,74,2,3.2
23-11-2024,29.5,78,1,0
24-11-2024,29.3,79,1,4
25-11-2024,30.1,75,1,0
26-11-2024,30,78,1,0
27-11-2024,29.5,81,1,18.6
28-11-2024,29.4,76,2,14.9
29-11-2024,28.9,78,2,0
30-11-2024,28.3,83,1,59.5
01-12-2024,28.5,81,1,27
02-12-2024,27.3,88,1,0
03-12-2024,29.8,73,2,3
04-12-2024,29.3,78,2,0
05-12-2024,29.7,78,2,
06-12-2024,26.7,88,1,
07-12-2024,28.6,80,1,5
08-12-2024,28.8,82,2,4
09-12-2024,28.8,81,2,15
10-12-2024,28.2,84,2,6
11-12-2024,28.6,82,1,82
12-12-2024,26.1,93,1,6
13-12-2024,28.5,80,2,16
14-12-2024,27.1,87,1,9
15-12-2024,28.6,82,2,3
16-12-2024,27.2,89,1,11
17-12-2024,28.2,84,2,2
18-12-2024,28.9,79,1,5
19-12-2024,29.9,73,3,0
20-12-2024,30.3,75,3,0
21-12-2024,29.6,74,1,0
22-12-2024,28.5,79,1,0
23-12-2024,28.2,82,3,2
24-12-2024,28.4,82,2,39
25-12-2024,27.6,85,1,12
26-12-2024,28.8,76,2,19
27-12-2024,29.6,71,2,0
28-12-2024,28.5,79,2,0
29-12-2024,27.9,83,1,12
30-12-2024,28.5,76,3,0
31-12-2024,28,82,2,0
01-01-2025,27.5,85,1,2
02-01-2025,26.4,92,1,31
03-01-2025,29.1,76,1,0
04-01-2025,28.5,75,2,0
05-01-2025,27.1,85,1,4
06-01-2025,28.2,83,1,46
07-01-2025,28.5,79,2,0
08-01-2025,28.5,79,2,0
09-01-2025,29.4,77,2,0
10-01-2025,29,78,1,
11-01-2025,28,82,2,
12-01-2025,27.8,84,2,68
13-01-2025,27.5,85,1,24
14-01-2025,28.7,82,2,0
15-01-2025,27.8,83,2,13
16-01-2025,27.7,84,2,6
17-01-2025,28.3,80,2,12
18-01-2025,28,84,3,23
19-01-2025,28.8,79,4,8
20-01-2025,28.2,82,2,22.4
21-01-2025,27.3,85,1,89.4
22-01-2025,28.2,82,1,3.3
23-01-2025,27.3,86,1,16.2
24-01-2025,28.6,80,1,0
