"Tanggal","Tavg","RH_avg","RR","ff_avg"
"26-10-2022","27.1","86","17.9","5.2"
"27-10-2022","27.3","78","10.8","2.6"
"28-10-2022","28.5","71","0","0.5"
"29-10-2022","28.3","68","","9.1"
"30-10-2022","29.3","65","0","1"
"31-10-2022","28.9","68","0","6.5"
"01-11-2022","28.6","78","21.4","8.5"
"02-11-2022","29.2","75","0","2.8"
"03-11-2022","28.9","82","34.3","6.1"
"04-11-2022","28.6","80","41.7","5"
"05-11-2022","29.1","80","0","3"
"06-11-2022","28.6","81","0","1.2"
"07-11-2022","27.1","82","0","0.5"
"08-11-2022","28.9","75","4.5","2.5"
"09-11-2022","27","88","75.4","6.6"
"10-11-2022","28","84","7.5","0"
"11-11-2022","28.7","75","17.7","4.5"
"12-11-2022","27.7","84","0","2.4"
"13-11-2022","28.5","84","1.4","2.5"
"14-11-2022","28.3","84","2.6","4.6"
"15-11-2022","28.2","84","3.8","4.3"
"16-11-2022","28.5","82","","5.2"
"17-11-2022","28.7","78","0","0"
"18-11-2022","28.6","77","0.8","3.1"
"19-11-2022","25.7","89","64.9","0.2"
"20-11-2022","26.9","86","8.4","0"
"21-11-2022","28.4","77","28.5","3"
"22-11-2022","28.2","81","1","7.9"
"23-11-2022","27.9","85","32","7"
"24-11-2022","26.9","86","3.9","0.2"
"25-11-2022","27.7","85","24.6","0.9"
"26-11-2022","27.5","84","0","2.4"
"27-11-2022","26.6","87","1.1","1.6"
"28-11-2022","27.3","84","1.2","4"
"29-11-2022","27.3","86","26.9","2.2"
"30-11-2022","26.8","84","19.7","1.2"
"01-12-2022","28.8","76","3.2","0.8"
"02-12-2022","28.6","76","0","2.8"
"03-12-2022","28.6","77","0","2.3"
"04-12-2022","28","84","0","3.4"
"05-12-2022","27.1","86","1","1.2"
"06-12-2022","29.3","78","3.2","3"
"07-12-2022","29.1","75","0.2","5.2"
"08-12-2022","30.2","71","","5.1"
"09-12-2022","30.1","70","0","7.3"
"10-12-2022","29.4","75","70.7","5.7"
"11-12-2022","29.6","74","3.4","8.2"
"12-12-2022","29.2","76","0","5.8"
"13-12-2022","29.7","77","","6.5"
"14-12-2022","28.4","80","0","3.5"
"15-12-2022","28.8","78","8888","2.2"
"16-12-2022","27.8","82","1.5","6.8"
"17-12-2022","28.1","79","13","0.2"
"18-12-2022","29.2","77","6.9","2.6"
"19-12-2022","28.5","81","17","8.8"
"20-12-2022","28.5","78","20.6","2.8"
"21-12-2022","27.8","83","4.2","5.3"
"22-12-2022","27.7","84","7.9","7.9"
"23-12-2022","27.4","84","8888","1.8"
"24-12-2022","27.7","78","6.3","0"
"25-12-2022","27.4","84","0.4","1.9"
"26-12-2022","27.3","84","0","0.3"
"27-12-2022","27.4","83","7.7","0"
"28-12-2022","28.8","76","0","0"
"29-12-2022","27.2","86","14.8","6.7"
"30-12-2022","25.9","88","","0"
"31-12-2022","25.7","90","8.1","0"
"01-01-2023","27.5","81","34.4","0"
"02-01-2023","27.9","80","0.1","1.8"
"03-01-2023","28.4","77","0","2.2"
"04-01-2023","28.9","75","","2.2"
"05-01-2023","29.2","72","8888","7.3"
"06-01-2023","28.6","75","0","7.6"
"07-01-2023","28.3","76","0.1","0.2"
"08-01-2023","27.5","83","13.5","6.2"
"09-01-2023","27.5","82","26.2","6.1"
"10-01-2023","28.7","78","20.5","6"
"11-01-2023","29","75","1","6.1"
"12-01-2023","28.3","78","28.9","8"
"13-01-2023","28.4","77","1","8.8"
"14-01-2023","29.2","73","30","8.6"
"15-01-2023","28.8","77","0","7"
"16-01-2023","27.7","82","4.5","8.3"
"17-01-2023","26.6","86","1.2","2.3"
"18-01-2023","27.3","81","23.3","2.9"
"19-01-2023","27.9","81","1.9","5"
"20-01-2023","28.3","78","3.3","2.6"
"21-01-2023","27.6","82","0","1.8"
"22-01-2023","28.1","81","40.5","5.2"
"23-01-2023","28.8","78","34","6.2"
"24-01-2023","28.7","80","0","4"
"25-01-2023","27.1","85","8888","1.9"
"26-01-2023","26.6","87","62.5","4.9"
"27-01-2023","26.7","85","2.4","0.9"
"28-01-2023","25.9","90","11.1","1.2"
"29-01-2023","26.6","86","10.8","0"
"30-01-2023","28.8","79","6.1","5.3"
"31-01-2023","27.7","82","","3.2"
"01-02-2023","27.2","83","27.1","2.7"
"02-02-2023","26.7","88","1","0.1"
"03-02-2023","27.6","80","4.5","1"
"04-02-2023","27","86","8888","0"
"05-02-2023","28.6","79","4","1.5"
"06-02-2023","27.4","82","0","3.5"
"07-02-2023","27.5","82","15.6","3.2"
"08-02-2023","27.7","82","2.3","2.2"
"09-02-2023","27.1","86","18.6","3.5"
"10-02-2023","28.4","80","49.4","4.3"
"11-02-2023","26.9","86","0","4"
"12-02-2023","26.5","87","7.8","2.2"
"13-02-2023","27.2","81","12.9","3"
"14-02-2023","27.3","83","8.5","2.5"
"15-02-2023","26.7","85","35.8","5.6"
"16-02-2023","26.9","84","7.9","3.4"
"17-02-2023","27.3","85","40.6","3.4"
"18-02-2023","26.9","85","6.6","3"
"19-02-2023","27.8","82","95.5","8"
"20-02-2023","27.7","81","19.5","4.8"
"21-02-2023","27.6","82","18.6","7.5"
"22-02-2023","27.6","82","94.6","6.8"
"23-02-2023","27.4","84","1","5.6"
"24-02-2023","28.3","77","3.2","3.1"
"25-02-2023","28.4","77","0","3.7"
"26-02-2023","27.6","82","3.6","7.3"
"27-02-2023","26.5","85","8888","2.6"
"28-02-2023","27.5","78","8.5","2.8"
"01-03-2023","26.7","84","6.2","1.8"
"02-03-2023","25.3","92","1.6","1.8"
"03-03-2023","28.5","79","8.2","1.2"
"04-03-2023","28.4","75","0","7.4"
"05-03-2023","27.3","81","0","5.4"
"06-03-2023","28.3","79","50.5","5.4"
"07-03-2023","28.7","78","8888","4.8"
"08-03-2023","27.4","84","0","6.5"
"09-03-2023","28.7","78","49.6","0.8"
"10-03-2023","29.4","74","0","4.1"
"11-03-2023","29.7","74","","8.2"
"12-03-2023","29.1","76","0","7.6"
"13-03-2023","28.6","75","0","7.3"
"14-03-2023","28.2","74","0","6"
"15-03-2023","28.7","77","0.2","6.9"
"16-03-2023","29.4","75","0","5.1"
"17-03-2023","28.9","75","8888","4"
"18-03-2023","28.6","79","0","3.4"
"19-03-2023","29.3","76","","4.3"
"20-03-2023","28","81","6","6"
"21-03-2023","29","76","5.9","7"
"22-03-2023","28.8","80","13.6","6.2"
"23-03-2023","29.8","74","0","4.7"
"24-03-2023","28.2","81","0","7.2"
"25-03-2023","28.6","78","4.8","4.2"
"26-03-2023","28.4","78","0","5.6"
"27-03-2023","27.7","81","0","3.5"
"28-03-2023","27.9","82","0","0.6"
"29-03-2023","28.7","77","8888","2"
"30-03-2023","27","85","8.4","5.1"
"31-03-2023","26.5","86","9.4","2.5"
"01-04-2023","26.8","83","22.2","2.3"
"02-04-2023","27.2","85","8888","1.2"
"03-04-2023","27.9","80","4","2.3"
"04-04-2023","28.7","76","8888","5.4"
"05-04-2023","27.9","81","8888","4.2"
"06-04-2023","27.6","83","0","2.2"
"07-04-2023","28.8","76","45.5","3.6"
"08-04-2023","27.5","80","0","2.1"
"09-04-2023","28.1","80","78.5","7"
"10-04-2023","27.4","82","14.8","7.3"
"11-04-2023","29.2","79","11.5","7.3"
"12-04-2023","28.3","82","6.8","9.5"
"13-04-2023","28.1","77","36","5.7"
"14-04-2023","28.6","78","0","0.5"
"15-04-2023","29","79","19.4","5.2"
"16-04-2023","29.4","77","31.2","4.8"
"17-04-2023","28.5","81","0","8.1"
"18-04-2023","29.2","81","10.1","5"
"19-04-2023","29.8","73","0","3.7"
"20-04-2023","29.2","77","8888","8.4"
"21-04-2023","29.3","78","0","6.8"
"22-04-2023","30","74","0","6.7"
"23-04-2023","30.5","71","0","8.7"
"24-04-2023","30.3","73","0","8.4"
"25-04-2023","30","76","0","9.4"
"26-04-2023","28.8","82","5.5","6.8"
"27-04-2023","29","80","4","2.3"
"28-04-2023","28","84","","5"
"29-04-2023","28","84","12.9","1.8"
"30-04-2023","29.4","78","2.5","1.6"
"01-05-2023","29.6","78","0","6.2"
"02-05-2023","29.2","80","0","6"
"03-05-2023","28.8","83","2.5","4.3"
"04-05-2023","29.7","79","21.1","3.2"
"05-05-2023","29.8","76","8888","5.8"
"06-05-2023","29.4","79","1","7.1"
"07-05-2023","30.1","73","0","4"
"08-05-2023","30.1","72","0","8.1"
"09-05-2023","29","78","0","8.1"
"10-05-2023","28.7","82","8888","1.9"
"11-05-2023","28.3","85","4.3","2"
"12-05-2023","29.8","77","0","0.8"
"13-05-2023","28.6","72","0","7.2"
"14-05-2023","28.2","72","","7.2"
"15-05-2023","28.3","70","0","9"
"16-05-2023","28.6","68","0","9"
"17-05-2023","28.9","66","0","7.8"
"18-05-2023","29.3","64","0","8.3"
"19-05-2023","29","71","0","8.9"
"20-05-2023","29.4","69","","5.1"
"21-05-2023","29.1","68","0","8.7"
"22-05-2023","29","70","","8.8"
"23-05-2023","29.2","70","0","9.2"
"24-05-2023","29.2","74","0","9.2"
"25-05-2023","29.4","69","0","8.2"
"26-05-2023","29.4","66","0","9"
"27-05-2023","28.9","64","0","9.3"
"28-05-2023","28.9","66","0","9"
"29-05-2023","29.5","64","","9.3"
"30-05-2023","29.1","70","","9"
"31-05-2023","29.2","67","0","9.2"
"01-06-2023","29.7","68","0","8.9"
"02-06-2023","29.6","72","0","8.9"
"03-06-2023","29.7","72","","9"
"04-06-2023","29.5","70","0","8.4"
"05-06-2023","29.6","69","0","7.2"
"06-06-2023","29.6","72","0","6"
"07-06-2023","29.4","73","8888","9"
"08-06-2023","29.3","72","0","7"
"09-06-2023","29.2","72","","9.5"
"10-06-2023","29.5","70","0","8.7"
"11-06-2023","29.7","70","0","8"
"12-06-2023","29.4","76","0","6.2"
"13-06-2023","29","73","8888","6.2"
"14-06-2023","28.9","67","","9.1"
"15-06-2023","28.7","68","0","7.5"
"16-06-2023","28.8","71","0","4.4"
"17-06-2023","28.6","72","0","7"
"18-06-2023","28.8","72","0","8.6"
"19-06-2023","29.4","72","0","8.4"
"20-06-2023","29.8","70","0","9.3"
"21-06-2023","29.1","71","0","8.4"
"22-06-2023","29.5","68","0","6.1"
"23-06-2023","29","69","","9.2"
"24-06-2023","28.7","70","0","9.4"
"25-06-2023","28.8","73","0","9"
"26-06-2023","28.6","72","8888","5.1"
"27-06-2023","28.8","69","0","7"
"28-06-2023","29.3","70","0","8.5"
"29-06-2023","29.5","71","0","8.8"
"30-06-2023","29.4","70","0","7.5"
"01-07-2023","29.2","71","","9.6"
"02-07-2023","28.8","72","0","9"
"03-07-2023","28.9","73","0","8.2"
"04-07-2023","28.7","76","0","5.2"
"05-07-2023","28.9","73","60","2.5"
"06-07-2023","29.1","72","0","9"
"07-07-2023","27.6","82","","9.3"
"08-07-2023","27.1","85","26.5","1"
"09-07-2023","28.9","72","5.8","0.4"
"10-07-2023","28.4","73","0","9.6"
"11-07-2023","28.4","67","0","9.2"
"12-07-2023","28.2","69","0","9.2"
"13-07-2023","28.8","70","0","8.7"
"14-07-2023","28.9","69","0","4"
"15-07-2023","28.7","70","0","8.6"
"16-07-2023","28.1","69","0","9.5"
"17-07-2023","27.9","65","","9.8"
"18-07-2023","28","65","0","9.8"
"19-07-2023","27.5","64","0","9.7"
"20-07-2023","27.6","62","0","9.8"
"21-07-2023","27.6","64","0","9.3"
"22-07-2023","28.6","65","0","9.3"
"23-07-2023","28.4","70","","9"
"24-07-2023","28.7","69","","9"
"25-07-2023","28.3","71","0","9.5"
"26-07-2023","27.8","67","0","5.7"
"27-07-2023","28","63","0","8.3"
"28-07-2023","28","63","0","9.5"
"29-07-2023","27.7","64","0","9.8"
"30-07-2023","27.7","65","0","9.7"
"31-07-2023","28.5","65","0","9.5"
"01-08-2023","28.7","72","0","9.5"
"02-08-2023","28.8","73","","9.7"
"03-08-2023","28.7","68","0","9.4"
"04-08-2023","28.2","68","0","9.2"
"05-08-2023","28.6","69","0","8.5"
"06-08-2023","28.8","70","0.6","9.6"
"07-08-2023","28.6","68","0","9.6"
"08-08-2023","28.4","66","","9.5"
"09-08-2023","28.1","65","0","8.9"
"10-08-2023","27.7","60","","8"
"11-08-2023","27.8","62","","8.8"
"12-08-2023","28.3","61","0","8.8"
"13-08-2023","28.6","64","0","8.7"
"14-08-2023","28.4","62","0","9.1"
"15-08-2023","28.7","65","0","9.3"
"16-08-2023","28.3","62","0","8.8"
"17-08-2023","27.7","68","0","8.7"
"18-08-2023","27.8","65","","8"
"19-08-2023","28.7","67","0","8.9"
"20-08-2023","28.8","66","","9.5"
"21-08-2023","28.5","69","0","9"
"22-08-2023","28.3","66","0","8"
"23-08-2023","28","66","0","9.8"
"24-08-2023","28.3","66","0","9.9"
"25-08-2023","28.9","68","0","9.6"
"26-08-2023","28.9","61","","9.2"
"27-08-2023","28.7","63","0","9.5"
"28-08-2023","28.7","66","0","9"
"29-08-2023","29","62","0","9.2"
"30-08-2023","28.6","67","0","9"
"31-08-2023","28.7","65","0","9"
"01-09-2023","28.4","63","0","9"
"02-09-2023","28.1","59","0","8.8"
"03-09-2023","27.9","59","0","8.7"
"04-09-2023","28","59","0","8.7"
"05-09-2023","28.6","61","0","8.7"
"06-09-2023","29","64","","8.8"
"07-09-2023","28.7","67","0","8.8"
"08-09-2023","28.2","64","0","7.8"
"09-09-2023","28.6","64","","8.5"
"10-09-2023","28.8","62","0","8.3"
"11-09-2023","29.4","65","","8.8"
"12-09-2023","29.4","64","0","8.5"
"13-09-2023","29.3","65","0","8.4"
"14-09-2023","28.4","68","0","8.5"
"15-09-2023","29","63","0","8.2"
"16-09-2023","29","69","0","8.6"
"17-09-2023","29.5","67","0","7.3"
"18-09-2023","28.9","66","0","8.5"
"19-09-2023","29.2","63","","8.6"
"20-09-2023","29.2","63","","8.6"
"21-09-2023","28.7","62","0","8.5"
"22-09-2023","28.6","59","0","7.4"
"23-09-2023","29.3","59","0","8.2"
"24-09-2023","29.5","61","0","8.6"
"25-09-2023","29.2","63","0","8.6"
"26-09-2023","29.3","58","0","8.8"
"27-09-2023","29.3","61","","9"
"28-09-2023","29.7","62","0","8.8"
"29-09-2023","29.9","64","0","8.8"
"30-09-2023","29.6","60","0","8.7"
"01-10-2023","29.8","60","0","8.8"
"02-10-2023","29.9","57","0","8.5"
"03-10-2023","29.9","64","0","8.3"
"04-10-2023","30","67","0","8.6"
"05-10-2023","30","70","","8.9"
"06-10-2023","31","57","","7.8"
"07-10-2023","30","67","0","8.7"
"08-10-2023","30.3","66","0","7.8"
"09-10-2023","30.5","66","0","8.6"
"10-10-2023","30.2","67","0","8.5"
"11-10-2023","30.5","64","","7.2"
"12-10-2023","30.6","64","0","8.3"
"13-10-2023","30.6","63","","8.7"
"14-10-2023","30.7","61","0","8.4"
"15-10-2023","31","65","0","8.5"
"16-10-2023","30.7","65","0","7.8"
"17-10-2023","30.9","60","0","8.7"
"18-10-2023","31.1","58","0","8.4"
"19-10-2023","31","62","0","8.6"
"20-10-2023","31.1","62","0","8.6"
"21-10-2023","31","65","","9"
"22-10-2023","30.7","65","0","8.6"
"23-10-2023","30.3","68","0","7.6"
"24-10-2023","30.8","67","8888","8"
"25-10-2023","30.7","60","0","8"
"26-10-2023","31.1","63","0","8.2"
"27-10-2023","30.8","63","","8.8"
"28-10-2023","30.9","60","0","8.8"
"29-10-2023","31.3","62","","9.1"
"30-10-2023","31.5","64","0","9"
"31-10-2023","31.4","67","0","9"
"01-11-2023","31.4","64","0","8.9"
"02-11-2023","31.7","62","0","6"
"03-11-2023","31","68","0","8.9"
"04-11-2023","29","78","0","5.4"
"05-11-2023","29.9","74","36.6","4.2"
"06-11-2023","30.8","67","","6.2"
"07-11-2023","30.8","66","0","8.7"
"08-11-2023","30.9","66","0","8.5"
"09-11-2023","30.7","71","0","8.8"
"10-11-2023","30.2","74","7.5","7"
"11-11-2023","31.1","68","0.5","5.3"
"12-11-2023","30.8","68","0","7.3"
"13-11-2023","31.3","66","","7.5"
"14-11-2023","31.1","70","0","8.4"
"15-11-2023","31.5","68","0","6.8"
"16-11-2023","30.7","70","0",""
"17-11-2023","30.4","73","0.1","7"
"18-11-2023","30.8","64","8888","2.6"
"19-11-2023","31.4","61","0","6.5"
"20-11-2023","31.9","62","0","9.2"
"21-11-2023","31.2","68","","9.2"
"22-11-2023","32.3","63","0","8.8"
"23-11-2023","31.6","62","0","9"
"24-11-2023","29.8","73","0","7"
"25-11-2023","29","75","0","3.1"
"26-11-2023","30.1","71","0","1.2"
"27-11-2023","29.5","75","","8"
"28-11-2023","27.9","83","10.2","4.8"
"29-11-2023","29.6","77","12","0"
"30-11-2023","29.8","75","5.6","5.2"
"01-12-2023","27.8","82","0.1","3"
"02-12-2023","28.8","79","1","2.7"
"03-12-2023","29.1","77","3","1.8"
"04-12-2023","29.1","77","26.3","2.5"
"05-12-2023","29.8","75","8888","1.3"
"06-12-2023","30","75","0","6.9"
"07-12-2023","29.3","75","0","4.2"
"08-12-2023","29","79","47.6","7.8"
"09-12-2023","29.4","77","8888","3.6"
"10-12-2023","28.1","81","","0.5"
"11-12-2023","30","71","31","1.5"
"12-12-2023","30.5","71","0","7.6"
"13-12-2023","29.5","76","0","8.2"
"14-12-2023","29.2","78","0","2"
"15-12-2023","28.8","76","3.5","0.6"
"16-12-2023","30.7","69","12.4","5"
"17-12-2023","30","71","0","7.8"
"18-12-2023","30.2","68","1","7.5"
"19-12-2023","30.5","63","0","6.9"
"20-12-2023","29.9","63","0","7.5"
"21-12-2023","30.6","66","0","8.5"
"22-12-2023","30.4","70","8888","8.6"
"23-12-2023","30.6","70","0","6"
"24-12-2023","30.6","70","","7.3"
"25-12-2023","27.5","84","0","8.2"
"26-12-2023","29.4","76","44.2","0.5"
"27-12-2023","30.3","74","0","5"
"28-12-2023","30.3","76","0","3.7"
"29-12-2023","30.6","75","1.2","5"
"30-12-2023","29.8","79","6.7","6.6"
"31-12-2023","30.4","75","8888","4.9"
"01-01-2024","29.9","78","0.6","2"
"02-01-2024","30.6","74","0","2"
"03-01-2024","27.5","89","8888","1"
"04-01-2024","29.2","78","4.5","1"
"05-01-2024","29.1","78","0","2"
"06-01-2024","28.8","80","0","1"
"07-01-2024","27.7","85","1.2","1"
"08-01-2024","28.5","81","8888","2"
"09-01-2024","28.6","81","0","1"
"10-01-2024","29.4","77","19.8","2"
"11-01-2024","29.8","75","0","2"
"12-01-2024","30.6","69","0","1"
"13-01-2024","31.1","66","0.2","2"
"14-01-2024","30.9","67","0","2"
"15-01-2024","28.9","78","0","2"
"16-01-2024","29.3","78","8888","2"
"17-01-2024","27.5","85","75.4","2"
"18-01-2024","27.4","85","1.4","2"
"19-01-2024","27.7","81","21.9","2"
"20-01-2024","29.4","72","0.4","2"
"21-01-2024","28.8","77","0","3"
"22-01-2024","28.7","79","11.7","3"
"23-01-2024","29.6","75","18.4","2"
"24-01-2024","28.8","75","0","3"
"25-01-2024","28.9","76","0","2"
"26-01-2024","28.3","81","0","2"
"27-01-2024","29.3","76","3","2"
"28-01-2024","28.8","79","0","2"
"29-01-2024","27.8","85","0","1"
"30-01-2024","27.8","85","4.2","1"
"31-01-2024","27.3","86","8.7","1"
"01-02-2024","28.6","81","27","2"
"02-02-2024","28.3","83","2","2"
"03-02-2024","28.2","81","0.4","3"
"04-02-2024","28.2","81","8888","2"
"05-02-2024","27.5","82","4.6","2"
"06-02-2024","27.4","85","166","2"
"07-02-2024","28","84","35.7","2"
"08-02-2024","28.2","80","0","1"
"09-02-2024","28.8","78","3","2"
"10-02-2024","26.8","90","48.6","1"
"11-02-2024","26.7","87","7.7","2"
"12-02-2024","28.6","82","50","2"
"13-02-2024","29.1","81","5","2"
"14-02-2024","28.9","85","4.5","2"
"15-02-2024","29.8","76","8888","1"
"16-02-2024","29.7","79","8888","2"
"17-02-2024","28.7","80","0.4","1"
"18-02-2024","28.5","81","8888","1"
"19-02-2024","29.7","79","0","1"
"20-02-2024","30.4","75","8888","2"
"21-02-2024","29.1","80","0","2"
"22-02-2024","30.1","76","24.4","3"
"23-02-2024","29.2","84","7.2","2"
"24-02-2024","29.3","79","8888","1"
"25-02-2024","28.3","80","0","3"
"26-02-2024","28.3","81","0.6","2"
"27-02-2024","29.2","78","3.4","2"
"28-02-2024","28.9","83","0","1"
"29-02-2024","29.1","82","73.3","0"
"01-03-2024","28.6","82","0","2"
"02-03-2024","29.1","81","8","2"
"03-03-2024","29.6","79","8888","2"
"04-03-2024","28.6","85","0","1"
"05-03-2024","28.7","84","8.4","2"
"06-03-2024","30.2","77","0","4"
"07-03-2024","29.5","84","1.2","2"
"08-03-2024","29.1","83","0.8","2"
"09-03-2024","26.1","90","17.4","3"
"10-03-2024","28.2","81","10.6","2"
"11-03-2024","28.8","82","8888","2"
"12-03-2024","27","91","9.3","1"
"13-03-2024","26.9","89","2","2"
"14-03-2024","26.8","88","11.5","2"
"15-03-2024","27.9","84","6.3","3"
"16-03-2024","28.5","81","3.5","2"
"17-03-2024","28.3","81","0.6","3"
"18-03-2024","28.4","82","0.8","3"
"19-03-2024","29.6","78","0","2"
"20-03-2024","29.7","77","0","2"
"21-03-2024","29.5","76","0.6","2"
"22-03-2024","30.4","74","0","2"
"23-03-2024","30.3","74","0","1"
"24-03-2024","29.9","75","0","1"
"25-03-2024","29.7","76","0","2"
"26-03-2024","30.4","71","0","2"
"27-03-2024","31","65","0","1"
"28-03-2024","29.3","76","0","2"
"29-03-2024","30.2","74","","1"
"30-03-2024","31.3","70","0.2","2"
"31-03-2024","30.6","76","8888","2"
"01-04-2024","29","81","8888","1"
"02-04-2024","29.7","80","2.3","2"
"03-04-2024","29.9","76","8.7","2"
"04-04-2024","29.8","78","1.1","2"
"05-04-2024","29.8","78","70","2"
"06-04-2024","30.1","79","29.5","2"
"07-04-2024","29","82","0.4","1"
"08-04-2024","28.5","86","50.9","0"
"09-04-2024","28.7","84","15.7","1"
"10-04-2024","29.1","82","0.1","2"
"11-04-2024","28.3","84","8888","1"
"12-04-2024","29.2","80","1.4","1"
"13-04-2024","29.8","78","0","2"
"14-04-2024","30.5","75","0","2"
"15-04-2024","29.8","79","2.2","1"
"16-04-2024","30.8","72","0","2"
"17-04-2024","29.4","79","","3"
"18-04-2024","29.7","75","0","2"
"19-04-2024","29.8","78","4.8","1"
"20-04-2024","30.3","75","8888","2"
"21-04-2024","28.3","86","14.6","1"
"22-04-2024","29.7","81","1.6","2"
"23-04-2024","28.5","87","0","1"
"24-04-2024","28.5","87","11.7","1"
"25-04-2024","26.7","93","0.4","1"
"26-04-2024","29.4","82","10","1"
"27-04-2024","30.8","75","6.5","3"
"28-04-2024","31.1","72","0","2"
"29-04-2024","30.5","74","0","2"
"30-04-2024","30.7","70","0","2"
"01-05-2024","30.4","74","0","2"
"02-05-2024","30.4","73","","2"
"03-05-2024","30.5","71","0","2"
"04-05-2024","29.6","71","0","1"
"05-05-2024","29.5","68","0","1"
"06-05-2024","29.7","66","0","2"
"07-05-2024","30.4","67","","2"
"08-05-2024","30.1","74","0","1"
"09-05-2024","30.2","74","9","3"
"10-05-2024","30.6","73","0","4"
"11-05-2024","30.6","71","1","2"
"12-05-2024","30.4","69","","2"
"13-05-2024","30.2","71","0","2"
"14-05-2024","30.2","70","","2"
"15-05-2024","30","70","0","1"
"16-05-2024","30.1","68","0","1"
"17-05-2024","30.5","70","0","2"
"18-05-2024","30.2","69","","2"
"19-05-2024","29.9","67","0","2"
"20-05-2024","30.2","68","0","2"
"21-05-2024","30.1","69","","3"
"22-05-2024","29.9","72","0","2"
"23-05-2024","30.3","70","","2"
"24-05-2024","30.1","75","0","1"
"25-05-2024","30.2","72","2","1"
"26-05-2024","29.9","70","0","1"
"27-05-2024","30.7","70","0","2"
"28-05-2024","30.1","74","","2"
"29-05-2024","30.2","73","0","1"
"30-05-2024","30.2","72","2.6","2"
"31-05-2024","30.8","70","0","2"
"01-06-2024","31","70","0","2"
"02-06-2024","30.2","74","0","1"
"03-06-2024","29.8","71","","2"
"04-06-2024","29.7","71","0","1"
"05-06-2024","30","68","8888","1"
"06-06-2024","29.8","70","0","1"
"07-06-2024","30.1","68","0","2"
"08-06-2024","29.7","73","0","1"
"09-06-2024","29","77","4.2","2"
"10-06-2024","30.3","72","","2"
"11-06-2024","29.9","74","8888","2"
"12-06-2024","29.1","75","1","1"
"13-06-2024","29.3","74","0.4","2"
"14-06-2024","29.6","75","8888","1"
"15-06-2024","29.3","79","0.2","1"
"16-06-2024","29.3","74","6.5","2"
"17-06-2024","29.6","70","0.6","3"
"18-06-2024","29.1","67","0","3"
"19-06-2024","28.5","66","","2"
"20-06-2024","28.4","66","0","2"
"21-06-2024","28.4","65","0","2"
"22-06-2024","29","65","0","2"
"23-06-2024","28.7","71","0","2"
"24-06-2024","28.4","75","","2"
"25-06-2024","29.5","72","0","2"
"26-06-2024","29.6","72","","2"
"27-06-2024","29.5","77","0","2"
"28-06-2024","29.3","78","0","2"
"29-06-2024","30","69","8888","2"
"30-06-2024","29.3","72","0","2"
"01-07-2024","29.5","67","0","2"
"02-07-2024","28.6","77","0","1"
"03-07-2024","28.4","79","24.4","4"
"04-07-2024","28.6","76","0.2","2"
"05-07-2024","29.2","68","0","2"
"06-07-2024","28.7","74","0","3"
"07-07-2024","29.1","72","","2"
