pm10(t-1),pm10(t),pm25(t-1),pm25(t),so2(t-1),so2(t),co(t-1),co(t),o3(t-1),o3(t),no2(t-1),no2(t),categori(t-1),categori(t),categori(t+1)
0.224242424242424,0.0606060606060606,0.335403726708075,0.161490683229814,0.125,0.1375,0.555555555555556,0.177777777777778,0.503496503496504,0.356643356643357,0.171875,0.203125,1,1,1
0.0606060606060606,0.127272727272727,0.161490683229814,0.254658385093168,0.1375,0.1375,0.177777777777778,0.222222222222222,0.356643356643357,0.41958041958042,0.203125,0.1875,1,1,1
0.127272727272727,0.0787878787878788,0.254658385093168,0.236024844720497,0.1375,0.1625,0.222222222222222,0.111111111111111,0.41958041958042,0.482517482517483,0.1875,0.21875,1,1,1
0.0787878787878788,0.115151515151515,0.236024844720497,0.192546583850932,0.1625,0.1375,0.111111111111111,0.177777777777778,0.482517482517483,0.41958041958042,0.21875,0.09375,1,1,1
0.115151515151515,0.0848484848484849,0.192546583850932,0.22360248447205,0.1375,0.1125,0.177777777777778,0.0888888888888889,0.41958041958042,0.398601398601399,0.09375,0.15625,1,1,1
0.0848484848484849,0.16969696969697,0.22360248447205,0.291925465838509,0.1125,0.1125,0.0888888888888889,0.266666666666667,0.398601398601399,0.398601398601399,0.15625,0.171875,1,1,1
0.16969696969697,0.212121212121212,0.291925465838509,0.360248447204969,0.1125,0.1375,0.266666666666667,0.177777777777778,0.398601398601399,0.412587412587413,0.171875,0.125,1,1,1
0.212121212121212,0.248484848484849,0.360248447204969,0.385093167701863,0.1375,0.175,0.177777777777778,0.177777777777778,0.412587412587413,0.594405594405594,0.125,0.140625,1,1,1
0.248484848484849,0.127272727272727,0.385093167701863,0.22360248447205,0.175,0.1375,0.177777777777778,0.0666666666666667,0.594405594405594,0.48951048951049,0.140625,0.125,1,1,1
0.127272727272727,0.103030303030303,0.22360248447205,0.180124223602485,0.1375,0.1125,0.0666666666666667,0.0888888888888889,0.48951048951049,0.34965034965035,0.125,0.125,1,1,1
0.103030303030303,0.16969696969697,0.180124223602485,0.198757763975155,0.1125,0.1125,0.0888888888888889,0.0888888888888889,0.34965034965035,0.447552447552448,0.125,0.078125,1,1,1
0.16969696969697,0.193939393939394,0.198757763975155,0.192546583850932,0.1125,0.125,0.0888888888888889,0.155555555555556,0.447552447552448,0.412587412587413,0.078125,0.1875,1,1,1
0.193939393939394,0.224242424242424,0.192546583850932,0.291925465838509,0.125,0.125,0.155555555555556,0.133333333333333,0.412587412587413,0.412587412587413,0.1875,0.234375,1,1,2
0.224242424242424,0.357575757575758,0.291925465838509,0.590062111801242,0.125,0.15,0.133333333333333,0.911111111111111,0.412587412587413,0.671328671328671,0.234375,0.28125,1,2,1
0.357575757575758,0.224242424242424,0.590062111801242,0.285714285714286,0.15,0.125,0.911111111111111,0.155555555555556,0.671328671328671,0.468531468531469,0.28125,0.09375,2,1,2
0.224242424242424,0.290909090909091,0.285714285714286,0.453416149068323,0.125,0.15,0.155555555555556,0.533333333333333,0.468531468531469,0.881118881118881,0.09375,0.203125,1,2,1
0.290909090909091,0.242424242424242,0.453416149068323,0.391304347826087,0.15,0.3,0.533333333333333,0.266666666666667,0.881118881118881,0.440559440559441,0.203125,0.171875,2,1,1
0.242424242424242,0.0424242424242424,0.391304347826087,0.0993788819875776,0.3,0.2875,0.266666666666667,0.111111111111111,0.440559440559441,0.384615384615385,0.171875,0.0625,1,1,1
0.0424242424242424,0.0848484848484849,0.0993788819875776,0.22360248447205,0.2875,0.2875,0.111111111111111,0.177777777777778,0.384615384615385,0.314685314685315,0.0625,0.09375,1,1,1
0.0848484848484849,0.0848484848484849,0.22360248447205,0.22360248447205,0.2875,0.3,0.177777777777778,0.111111111111111,0.314685314685315,0.398601398601399,0.09375,0.125,1,1,1
0.0848484848484849,0.0787878787878788,0.22360248447205,0.161490683229814,0.3,0.2875,0.111111111111111,0.177777777777778,0.398601398601399,0.391608391608392,0.125,0.109375,1,1,1
0.0787878787878788,0.145454545454545,0.161490683229814,0.260869565217391,0.2875,0.275,0.177777777777778,0.2,0.391608391608392,0.41958041958042,0.109375,0.09375,1,1,1
0.145454545454545,0.175757575757576,0.260869565217391,0.267080745341615,0.275,0.1625,0.2,0.177777777777778,0.41958041958042,0.174825174825175,0.09375,0.0625,1,1,1
0.175757575757576,0.266666666666667,0.267080745341615,0.453416149068323,0.1625,0.1625,0.177777777777778,0.444444444444445,0.174825174825175,0.20979020979021,0.0625,0.0625,1,1,1
0.266666666666667,0.303030303030303,0.453416149068323,0.496894409937888,0.1625,0.15,0.444444444444445,0.4,0.20979020979021,0.188811188811189,0.0625,0.0625,1,1,1
0.303030303030303,0.218181818181818,0.496894409937888,0.335403726708075,0.15,0.1375,0.4,0.288888888888889,0.188811188811189,0.0629370629370629,0.0625,0.046875,1,1,1
0.218181818181818,0.272727272727273,0.335403726708075,0.472049689440994,0.1375,0.1625,0.288888888888889,0.377777777777778,0.0629370629370629,0.237762237762238,0.046875,0.09375,1,1,1
0.272727272727273,0.23030303030303,0.472049689440994,0.422360248447205,0.1625,0.2,0.377777777777778,0.577777777777778,0.237762237762238,0.307692307692308,0.09375,0.15625,1,1,1
0.23030303030303,0.0484848484848485,0.422360248447205,0.242236024844721,0.2,0.175,0.577777777777778,0.222222222222222,0.307692307692308,0.251748251748252,0.15625,0.0625,1,1,1
0.0484848484848485,0.0727272727272727,0.242236024844721,0.341614906832298,0.175,0.2375,0.222222222222222,0.444444444444445,0.251748251748252,0.223776223776224,0.0625,0.125,1,1,1
0.0727272727272727,0.0666666666666667,0.341614906832298,0.397515527950311,0.2375,0.1875,0.444444444444445,0.666666666666667,0.223776223776224,0.160839160839161,0.125,0.109375,1,1,0
0.0666666666666667,0.00606060606060606,0.397515527950311,0.124223602484472,0.1875,0.175,0.666666666666667,0.111111111111111,0.160839160839161,0.104895104895105,0.109375,0.046875,1,0,1
0.00606060606060606,0.242424242424242,0.124223602484472,0.366459627329193,0.175,0.1875,0.111111111111111,0.288888888888889,0.104895104895105,0.335664335664336,0.046875,0.046875,0,1,1
0.242424242424242,0.242424242424242,0.366459627329193,0.279503105590062,0.1875,0.2,0.288888888888889,0.155555555555556,0.335664335664336,0.202797202797203,0.046875,0.046875,1,1,0
0.242424242424242,0.0727272727272727,0.279503105590062,0.211180124223603,0.2,0.175,0.155555555555556,0.0888888888888889,0.202797202797203,0.216783216783217,0.046875,0.03125,1,0,1
0.0727272727272727,0.0909090909090909,0.211180124223603,0.403726708074534,0.175,0.225,0.0888888888888889,0.266666666666667,0.216783216783217,0.223776223776224,0.03125,0.109375,0,1,1
0.0909090909090909,0.0606060606060606,0.403726708074534,0.428571428571429,0.225,0.2125,0.266666666666667,0.311111111111111,0.223776223776224,0.391608391608392,0.109375,0.078125,1,1,1
0.0606060606060606,0.339393939393939,0.428571428571429,0.490683229813665,0.2125,0.2125,0.311111111111111,0.311111111111111,0.391608391608392,0.363636363636364,0.078125,0.09375,1,1,1
0.339393939393939,0.266666666666667,0.490683229813665,0.453416149068323,0.2125,0.25,0.311111111111111,0.2,0.363636363636364,0.244755244755245,0.09375,0.125,1,1,1
0.266666666666667,0.224242424242424,0.453416149068323,0.316770186335404,0.25,0.2375,0.2,0.111111111111111,0.244755244755245,0.20979020979021,0.125,0.0625,1,1,1
0.224242424242424,0.16969696969697,0.316770186335404,0.267080745341615,0.2375,0.2125,0.111111111111111,0.111111111111111,0.20979020979021,0.202797202797203,0.0625,0.078125,1,1,0
0.16969696969697,0.193939393939394,0.267080745341615,0.403726708074534,0.2125,0.1875,0.111111111111111,0.333333333333333,0.202797202797203,0.230769230769231,0.078125,0.140625,1,0,1
0.193939393939394,0.23030303030303,0.403726708074534,0.403726708074534,0.1875,0.2,0.333333333333333,0.377777777777778,0.230769230769231,0.251748251748252,0.140625,0.125,0,1,2
0.23030303030303,0.424242424242424,0.403726708074534,0.614906832298137,0.2,0.225,0.377777777777778,0.688888888888889,0.251748251748252,0.342657342657343,0.125,0.140625,1,2,2
0.424242424242424,0.454545454545455,0.614906832298137,0.701863354037267,0.225,0.2125,0.688888888888889,0.888888888888889,0.342657342657343,0.391608391608392,0.140625,0.1875,2,2,1
0.454545454545455,0.303030303030303,0.701863354037267,0.478260869565217,0.2125,0.2125,0.888888888888889,0.644444444444445,0.391608391608392,0.181818181818182,0.1875,0.140625,2,1,1
0.303030303030303,0.278787878787879,0.478260869565217,0.509316770186335,0.2125,0.2,0.644444444444445,0.466666666666667,0.181818181818182,0.412587412587413,0.140625,0.109375,1,1,1
0.278787878787879,0.242424242424242,0.509316770186335,0.409937888198758,0.2,0.2,0.466666666666667,0.288888888888889,0.412587412587413,0.293706293706294,0.109375,0.09375,1,1,0
0.242424242424242,0.115151515151515,0.409937888198758,0.149068322981367,0.2,0.1875,0.288888888888889,0.0666666666666667,0.293706293706294,0.153846153846154,0.09375,0.046875,1,0,0
0.115151515151515,0.0727272727272727,0.149068322981367,0.22360248447205,0.1875,0.175,0.0666666666666667,0.155555555555556,0.153846153846154,0.125874125874126,0.046875,0.0625,0,0,0
0.0727272727272727,0.0848484848484849,0.22360248447205,0.0186335403726708,0.175,0.1875,0.155555555555556,0.155555555555556,0.125874125874126,0.27972027972028,0.0625,0.046875,0,0,0
0.0848484848484849,0.193939393939394,0.0186335403726708,0,0.1875,0.175,0.155555555555556,0.177777777777778,0.27972027972028,0.230769230769231,0.046875,0.046875,0,0,0
0.193939393939394,0.145454545454545,0,0,0.175,0.1875,0.177777777777778,0.111111111111111,0.230769230769231,0.216783216783217,0.046875,0.265625,0,0,0
0.145454545454545,0.163636363636364,0,0.403726708074534,0.1875,0.4375,0.111111111111111,0.266666666666667,0.216783216783217,0.188811188811189,0.265625,0.046875,0,0,1
0.163636363636364,0.181818181818182,0.403726708074534,0.403726708074534,0.4375,0.45,0.266666666666667,0.8,0.188811188811189,0.356643356643357,0.046875,0.03125,0,1,1
0.181818181818182,0.218181818181818,0.403726708074534,0.403726708074534,0.45,0.4375,0.8,0.311111111111111,0.356643356643357,0.307692307692308,0.03125,0.0625,1,1,0
0.218181818181818,0.187878787878788,0.403726708074534,0.403726708074534,0.4375,0.425,0.311111111111111,0.311111111111111,0.307692307692308,0.111888111888112,0.0625,0.03125,1,0,1
0.187878787878788,0.23030303030303,0.403726708074534,0.403726708074534,0.425,0.425,0.311111111111111,0.288888888888889,0.111888111888112,0.188811188811189,0.03125,0.109375,0,1,1
0.23030303030303,0.357575757575758,0.403726708074534,0.403726708074534,0.425,0.375,0.288888888888889,0.6,0.188811188811189,0.405594405594406,0.109375,0.078125,1,1,1
0.357575757575758,0.133333333333333,0.403726708074534,0.403726708074534,0.375,0.35,0.6,0.377777777777778,0.405594405594406,0.328671328671329,0.078125,0.0625,1,1,1
0.133333333333333,0.133333333333333,0.403726708074534,0.403726708074534,0.35,0.3625,0.377777777777778,0.466666666666667,0.328671328671329,0.300699300699301,0.0625,0.078125,1,1,1
0.133333333333333,0.278787878787879,0.403726708074534,0.403726708074534,0.3625,0.35,0.466666666666667,0.711111111111111,0.300699300699301,0.237762237762238,0.078125,0.078125,1,1,0
0.278787878787879,0,0.403726708074534,0.403726708074534,0.35,0.325,0.711111111111111,0.155555555555556,0.237762237762238,0.20979020979021,0.078125,0.03125,1,0,1
0,0.224242424242424,0.403726708074534,0.403726708074534,0.325,0.3375,0.155555555555556,0.333333333333333,0.20979020979021,0.342657342657343,0.03125,0.046875,0,1,0
0.224242424242424,0.0545454545454546,0.403726708074534,0.403726708074534,0.3375,0.325,0.333333333333333,0.2,0.342657342657343,0.251748251748252,0.046875,0.046875,1,0,0
0.0545454545454546,0.133333333333333,0.403726708074534,0.403726708074534,0.325,0.3125,0.2,0.133333333333333,0.251748251748252,0.167832167832168,0.046875,0.03125,0,0,0
0.133333333333333,0.127272727272727,0.403726708074534,0.403726708074534,0.3125,0.325,0.133333333333333,0.244444444444445,0.167832167832168,0.20979020979021,0.03125,0.0625,0,0,1
0.127272727272727,0.224242424242424,0.403726708074534,0.403726708074534,0.325,0.3,0.244444444444445,0.4,0.20979020979021,0.335664335664336,0.0625,0.0625,0,1,0
0.224242424242424,0.2,0.403726708074534,0.403726708074534,0.3,0.3125,0.4,0.355555555555556,0.335664335664336,0.20979020979021,0.0625,0.09375,1,0,1
0.2,0.23030303030303,0.403726708074534,0.403726708074534,0.3125,0.325,0.355555555555556,0.222222222222222,0.20979020979021,0.230769230769231,0.09375,0.109375,0,1,0
0.23030303030303,0.121212121212121,0.403726708074534,0.403726708074534,0.325,0.325,0.222222222222222,0.177777777777778,0.230769230769231,0.202797202797203,0.109375,0.046875,1,0,0
0.121212121212121,0.0666666666666667,0.403726708074534,0.403726708074534,0.325,0.3,0.177777777777778,0.222222222222222,0.202797202797203,0.160839160839161,0.046875,0.09375,0,0,1
0.0666666666666667,0.242424242424242,0.403726708074534,0.403726708074534,0.3,0.2875,0.222222222222222,0.311111111111111,0.160839160839161,0.174825174825175,0.09375,0.109375,0,1,1
0.242424242424242,0.296969696969697,0.403726708074534,0.403726708074534,0.2875,0.2875,0.311111111111111,0.422222222222222,0.174825174825175,0.20979020979021,0.109375,0.09375,1,1,1
0.296969696969697,0.23030303030303,0.403726708074534,0.403726708074534,0.2875,0.3,0.422222222222222,0.666666666666667,0.20979020979021,0.321678321678322,0.09375,0.109375,1,1,1
0.23030303030303,0.454545454545455,0.403726708074534,0.403726708074534,0.3,0.3125,0.666666666666667,1,0.321678321678322,0.370629370629371,0.109375,0.15625,1,1,1
0.454545454545455,0.260606060606061,0.403726708074534,0.403726708074534,0.3125,0.3,1,0.711111111111111,0.370629370629371,0.216783216783217,0.15625,0.09375,1,1,0
0.260606060606061,0.0242424242424242,0.403726708074534,0.403726708074534,0.3,0.2875,0.711111111111111,0.111111111111111,0.216783216783217,0.0769230769230769,0.09375,0.046875,1,0,0
0.0242424242424242,0.0545454545454546,0.403726708074534,0.403726708074534,0.2875,0.2875,0.111111111111111,0.2,0.0769230769230769,0.0839160839160839,0.046875,0.0625,0,0,0
0.0545454545454546,0.0787878787878788,0.403726708074534,0.403726708074534,0.2875,0.3,0.2,0.155555555555556,0.0839160839160839,0.195804195804196,0.0625,0.046875,0,0,0
0.0787878787878788,0.0424242424242424,0.403726708074534,0.403726708074534,0.3,0.3,0.155555555555556,0.311111111111111,0.195804195804196,0.167832167832168,0.046875,0.078125,0,0,0
0.0424242424242424,0.242424242424242,0.403726708074534,0.403726708074534,0.3,0.4125,0.311111111111111,0.333333333333333,0.167832167832168,0.13986013986014,0.078125,0.265625,0,0,0
0.242424242424242,0.139393939393939,0.403726708074534,0.403726708074534,0.4125,0.225,0.333333333333333,0.222222222222222,0.13986013986014,0.118881118881119,0.265625,0.046875,0,0,1
0.139393939393939,0.115151515151515,0.403726708074534,0.403726708074534,0.225,0.2,0.222222222222222,0.4,0.118881118881119,0.391608391608392,0.046875,0.078125,0,1,1
0.115151515151515,0.16969696969697,0.403726708074534,0.403726708074534,0.2,0.1625,0.4,0.177777777777778,0.391608391608392,0.377622377622378,0.078125,0.03125,1,1,0
0.16969696969697,0.0787878787878788,0.403726708074534,0.403726708074534,0.1625,0.15,0.177777777777778,0.111111111111111,0.377622377622378,0.160839160839161,0.03125,0.046875,1,0,0
0.0787878787878788,0.163636363636364,0.403726708074534,0.403726708074534,0.15,0.1625,0.111111111111111,0.155555555555556,0.160839160839161,0.13986013986014,0.046875,0.265625,0,0,0
0.163636363636364,0.115151515151515,0.403726708074534,0.403726708074534,0.1625,0.125,0.155555555555556,0.377777777777778,0.13986013986014,0.265734265734266,0.265625,0.265625,0,0,0
0.115151515151515,0.0787878787878788,0.403726708074534,0.403726708074534,0.125,0.1375,0.377777777777778,0.2,0.265734265734266,0.195804195804196,0.265625,0.265625,0,0,0
0.0787878787878788,0.133333333333333,0.403726708074534,0.403726708074534,0.1375,0.2,0.2,0.377777777777778,0.195804195804196,0.13986013986014,0.265625,0.265625,0,0,0
0.133333333333333,0.193939393939394,0.403726708074534,0.403726708074534,0.2,0.1875,0.377777777777778,0.533333333333333,0.13986013986014,0.132867132867133,0.265625,0.171875,0,0,0
0.193939393939394,0.0303030303030303,0.403726708074534,0.403726708074534,0.1875,0.225,0.533333333333333,0.133333333333333,0.132867132867133,0.181818181818182,0.171875,0.0625,0,0,0
0.0303030303030303,0.115151515151515,0.403726708074534,0.403726708074534,0.225,0.2375,0.133333333333333,0.177777777777778,0.181818181818182,0.181818181818182,0.0625,0.125,0,0,0
0.115151515151515,0.0666666666666667,0.403726708074534,0.403726708074534,0.2375,0.25,0.177777777777778,0.0888888888888889,0.181818181818182,0.20979020979021,0.125,0.078125,0,0,0
0.0666666666666667,0.0666666666666667,0.403726708074534,0.403726708074534,0.25,0.225,0.0888888888888889,0.0666666666666667,0.20979020979021,0.132867132867133,0.078125,0.125,0,0,0
0.0666666666666667,0.109090909090909,0.403726708074534,0.403726708074534,0.225,0.1875,0.0666666666666667,0.133333333333333,0.132867132867133,0.195804195804196,0.125,0.09375,0,0,1
0.109090909090909,0.23030303030303,0.403726708074534,0.403726708074534,0.1875,0.1625,0.133333333333333,0.288888888888889,0.195804195804196,0.230769230769231,0.09375,0.09375,0,1,0
0.23030303030303,0.242424242424242,0.403726708074534,0.403726708074534,0.1625,0.2,0.288888888888889,0.222222222222222,0.230769230769231,0.202797202797203,0.09375,0.109375,1,0,0
0.242424242424242,0.242424242424242,0.403726708074534,0.403726708074534,0.2,0.225,0.222222222222222,0.288888888888889,0.202797202797203,0.167832167832168,0.109375,0.125,0,0,0
0.242424242424242,0.242424242424242,0.403726708074534,0.403726708074534,0.225,0.25,0.288888888888889,0.133333333333333,0.167832167832168,0.160839160839161,0.125,0.046875,0,0,0
0.242424242424242,0.0909090909090909,0.403726708074534,0.403726708074534,0.25,0.15,0.133333333333333,0.0888888888888889,0.160839160839161,0.188811188811189,0.046875,0.0625,0,0,0
0.0909090909090909,0.096969696969697,0.403726708074534,0.403726708074534,0.15,0.1625,0.0888888888888889,0.111111111111111,0.188811188811189,0.174825174825175,0.0625,0.265625,0,0,0
0.096969696969697,0.175757575757576,0.403726708074534,0.403726708074534,0.1625,0.175,0.111111111111111,0.288888888888889,0.174825174825175,0.202797202797203,0.265625,0.109375,0,0,0
0.175757575757576,0.187878787878788,0.403726708074534,0.403726708074534,0.175,0.2375,0.288888888888889,0.244444444444445,0.202797202797203,0.223776223776224,0.109375,0.21875,0,0,1
0.187878787878788,0.4,0.403726708074534,0.403726708074534,0.2375,0.25,0.244444444444445,0.933333333333334,0.223776223776224,0.251748251748252,0.21875,0.328125,0,1,0
0.4,0.0787878787878788,0.403726708074534,0.403726708074534,0.25,0.15,0.933333333333334,0.155555555555556,0.251748251748252,0.146853146853147,0.328125,0.265625,1,0,1
0.0787878787878788,0.248484848484849,0.403726708074534,0.403726708074534,0.15,0.2125,0.155555555555556,0.6,0.146853146853147,0.412587412587413,0.265625,0.1875,0,1,1
0.248484848484849,0.260606060606061,0.403726708074534,0.403726708074534,0.2125,0.2375,0.6,0.466666666666667,0.412587412587413,0.195804195804196,0.1875,0.234375,1,1,0
0.260606060606061,0.00606060606060606,0.403726708074534,0.403726708074534,0.2375,0.175,0.466666666666667,0.0666666666666667,0.195804195804196,0.0839160839160839,0.234375,0.265625,1,0,0
0.00606060606060606,0.0848484848484849,0.403726708074534,0.403726708074534,0.175,0.2125,0.0666666666666667,0.2,0.0839160839160839,0.13986013986014,0.265625,0.265625,0,0,0
0.0848484848484849,0.096969696969697,0.403726708074534,0.403726708074534,0.2125,0.25,0.2,0.177777777777778,0.13986013986014,0.167832167832168,0.265625,0.15625,0,0,0
0.096969696969697,0.0606060606060606,0.403726708074534,0.403726708074534,0.25,0.1875,0.177777777777778,0.133333333333333,0.167832167832168,0.132867132867133,0.15625,0.140625,0,0,0
0.0606060606060606,0.163636363636364,0.403726708074534,0.403726708074534,0.1875,0.1875,0.133333333333333,0.377777777777778,0.132867132867133,0.146853146853147,0.140625,0.109375,0,0,1
0.163636363636364,0.272727272727273,0.403726708074534,0.409937888198758,0.1875,0.2375,0.377777777777778,0.533333333333333,0.146853146853147,0.048951048951049,0.109375,0.46875,0,1,0
0.272727272727273,0.096969696969697,0.409937888198758,0.204968944099379,0.2375,0.2375,0.533333333333333,0.266666666666667,0.048951048951049,0.0559440559440559,0.46875,0.359375,1,0,0
0.096969696969697,0.0545454545454546,0.204968944099379,0.124223602484472,0.2375,0.2125,0.266666666666667,0.2,0.0559440559440559,0.041958041958042,0.359375,0.28125,0,0,1
